trip_id,station_id,arrival_time,platform,direction,final_stop,line
Red_Forward_6,R12,05:34:00,1,Forward,LB Nagar,Red
Red_Forward_6,R13,05:36:00,1,Forward,LB Nagar,Red
Red_Forward_6,R14,05:38:00,1,Forward,LB Nagar,Red
Red_Forward_6,R15,05:40:00,1,Forward,LB Nagar,Red
Red_Forward_6,R16,05:42:00,1,Forward,LB Nagar,Red
Red_Forward_6,R17,05:44:00,1,Forward,LB Nagar,Red
Red_Forward_6,R18,05:46:00,1,Forward,LB Nagar,Red
Red_Forward_6,R19,05:48:00,1,Forward,LB Nagar,Red
Red_Forward_6,R20,05:50:00,1,Forward,LB Nagar,Red
Red_Forward_6,R21,05:52:00,1,Forward,LB Nagar,Red
Red_Forward_6,R22,05:54:00,1,Forward,LB Nagar,Red
Red_Forward_6,R23,05:56:00,1,Forward,LB Nagar,Red
Red_Forward_6,R24,05:58:00,1,Forward,LB Nagar,Red
Red_Forward_6,R25,06:00:00,1,Forward,LB Nagar,Red
Red_Forward_6,R26,06:02:00,1,Forward,LB Nagar,Red
Red_Forward_6,R27,06:04:00,1,Forward,LB Nagar,Red
Red_Forward_7,R1,05:24:00,1,Forward,LB Nagar,Red
Red_Forward_7,R2,05:26:00,1,Forward,LB Nagar,Red
Red_Forward_7,R3,05:28:00,1,Forward,LB Nagar,Red
Red_Forward_7,R4,05:30:00,1,Forward,LB Nagar,Red
Red_Forward_7,R5,05:32:00,1,Forward,LB Nagar,Red
Red_Forward_7,R6,05:34:00,1,Forward,LB Nagar,Red
Red_Forward_7,R7,05:36:00,1,Forward,LB Nagar,Red
Red_Forward_7,R8,05:38:00,1,Forward,LB Nagar,Red
Red_Forward_7,R9,05:40:00,1,Forward,LB Nagar,Red
Red_Forward_7,R10,05:42:00,1,Forward,LB Nagar,Red
Red_Forward_7,R11,05:44:00,1,Forward,LB Nagar,Red
Red_Forward_7,R12,05:46:00,1,Forward,LB Nagar,Red
Red_Forward_7,R13,05:48:00,1,Forward,LB Nagar,Red
Red_Forward_7,R14,05:50:00,1,Forward,LB Nagar,Red
Red_Forward_7,R15,05:52:00,1,Forward,LB Nagar,Red
Red_Forward_7,R16,05:54:00,1,Forward,LB Nagar,Red
Red_Forward_7,R17,05:56:00,1,Forward,LB Nagar,Red
Red_Forward_7,R18,05:58:00,1,Forward,LB Nagar,Red
Red_Forward_7,R19,06:00:00,1,Forward,LB Nagar,Red
Red_Forward_7,R20,06:02:00,1,Forward,LB Nagar,Red
Red_Forward_7,R21,06:04:00,1,Forward,LB Nagar,Red
Red_Forward_7,R22,06:06:00,1,Forward,LB Nagar,Red
Red_Forward_7,R23,06:08:00,1,Forward,LB Nagar,Red
Red_Forward_7,R24,06:10:00,1,Forward,LB Nagar,Red
Red_Forward_7,R25,06:12:00,1,Forward,LB Nagar,Red
Red_Forward_7,R26,06:14:00,1,Forward,LB Nagar,Red
Red_Forward_7,R27,06:16:00,1,Forward,LB Nagar,Red
Red_Forward_8,R1,05:36:00,1,Forward,LB Nagar,Red
Red_Forward_8,R2,05:38:00,1,Forward,LB Nagar,Red
Red_Forward_8,R3,05:40:00,1,Forward,LB Nagar,Red
Red_Forward_8,R4,05:42:00,1,Forward,LB Nagar,Red
Red_Forward_8,R5,05:44:00,1,Forward,LB Nagar,Red
Red_Forward_8,R6,05:46:00,1,Forward,LB Nagar,Red
Red_Forward_8,R7,05:48:00,1,Forward,LB Nagar,Red
Red_Forward_8,R8,05:50:00,1,Forward,LB Nagar,Red
Red_Forward_8,R9,05:52:00,1,Forward,LB Nagar,Red
Red_Forward_8,R10,05:54:00,1,Forward,LB Nagar,Red
Red_Forward_8,R11,05:56:00,1,Forward,LB Nagar,Red
Red_Forward_8,R12,05:58:00,1,Forward,LB Nagar,Red
Red_Forward_8,R13,06:00:00,1,Forward,LB Nagar,Red
Red_Forward_8,R14,06:02:00,1,Forward,LB Nagar,Red
Red_Forward_8,R15,06:04:00,1,Forward,LB Nagar,Red
Red_Forward_8,R16,06:06:00,1,Forward,LB Nagar,Red
Red_Forward_8,R17,06:08:00,1,Forward,LB Nagar,Red
Red_Forward_8,R18,06:10:00,1,Forward,LB Nagar,Red
Red_Forward_8,R19,06:12:00,1,Forward,LB Nagar,Red
Red_Forward_8,R20,06:14:00,1,Forward,LB Nagar,Red
Red_Forward_8,R21,06:16:00,1,Forward,LB Nagar,Red
Red_Forward_8,R22,06:18:00,1,Forward,LB Nagar,Red
Red_Forward_8,R23,06:20:00,1,Forward,LB Nagar,Red
Red_Forward_8,R24,06:22:00,1,Forward,LB Nagar,Red
Red_Forward_8,R25,06:24:00,1,Forward,LB Nagar,Red
Red_Forward_8,R26,06:26:00,1,Forward,LB Nagar,Red
Red_Forward_8,R27,06:28:00,1,Forward,LB Nagar,Red
Red_Forward_9,R1,05:48:00,1,Forward,LB Nagar,Red
Red_Forward_9,R2,05:50:00,1,Forward,LB Nagar,Red
Red_Forward_9,R3,05:52:00,1,Forward,LB Nagar,Red
Red_Forward_9,R4,05:54:00,1,Forward,LB Nagar,Red
Red_Forward_9,R5,05:56:00,1,Forward,LB Nagar,Red
Red_Forward_9,R6,05:58:00,1,Forward,LB Nagar,Red
Red_Forward_9,R7,06:00:00,1,Forward,LB Nagar,Red
Red_Forward_9,R8,06:02:00,1,Forward,LB Nagar,Red
Red_Forward_9,R9,06:04:00,1,Forward,LB Nagar,Red
Red_Forward_9,R10,06:06:00,1,Forward,LB Nagar,Red
Red_Forward_9,R11,06:08:00,1,Forward,LB Nagar,Red
Red_Forward_9,R12,06:10:00,1,Forward,LB Nagar,Red
Red_Forward_9,R13,06:12:00,1,Forward,LB Nagar,Red
Red_Forward_9,R14,06:14:00,1,Forward,LB Nagar,Red
Red_Forward_9,R15,06:16:00,1,Forward,LB Nagar,Red
Red_Forward_9,R16,06:18:00,1,Forward,LB Nagar,Red
Red_Forward_9,R17,06:20:00,1,Forward,LB Nagar,Red
Red_Forward_9,R18,06:22:00,1,Forward,LB Nagar,Red
Red_Forward_9,R19,06:24:00,1,Forward,LB Nagar,Red
Red_Forward_9,R20,06:26:00,1,Forward,LB Nagar,Red
Red_Forward_9,R21,06:28:00,1,Forward,LB Nagar,Red
Red_Forward_9,R22,06:30:00,1,Forward,LB Nagar,Red
Red_Forward_9,R23,06:32:00,1,Forward,LB Nagar,Red
Red_Forward_9,R24,06:34:00,1,Forward,LB Nagar,Red
Red_Forward_9,R25,06:36:00,1,Forward,LB Nagar,Red
Red_Forward_9,R26,06:38:00,1,Forward,LB Nagar,Red
Red_Forward_9,R27,06:40:00,1,Forward,LB Nagar,Red
Red_Forward_10,R1,06:00:00,1,Forward,LB Nagar,Red
Red_Forward_10,R2,06:02:00,1,Forward,LB Nagar,Red
Red_Forward_10,R3,06:04:00,1,Forward,LB Nagar,Red
Red_Forward_10,R4,06:06:00,1,Forward,LB Nagar,Red
Red_Forward_10,R5,06:08:00,1,Forward,LB Nagar,Red
Red_Forward_10,R6,06:10:00,1,Forward,LB Nagar,Red
Red_Forward_10,R7,06:12:00,1,Forward,LB Nagar,Red
Red_Forward_10,R8,06:14:00,1,Forward,LB Nagar,Red
Red_Forward_10,R9,06:16:00,1,Forward,LB Nagar,Red
Red_Forward_10,R10,06:18:00,1,Forward,LB Nagar,Red
Red_Forward_10,R11,06:20:00,1,Forward,LB Nagar,Red
Red_Forward_10,R12,06:22:00,1,Forward,LB Nagar,Red
Red_Forward_10,R13,06:24:00,1,Forward,LB Nagar,Red
Red_Forward_10,R14,06:26:00,1,Forward,LB Nagar,Red
Red_Forward_10,R15,06:28:00,1,Forward,LB Nagar,Red
Red_Forward_10,R16,06:30:00,1,Forward,LB Nagar,Red
Red_Forward_10,R17,06:32:00,1,Forward,LB Nagar,Red
Red_Forward_10,R18,06:34:00,1,Forward,LB Nagar,Red
Red_Forward_10,R19,06:36:00,1,Forward,LB Nagar,Red
Red_Forward_10,R20,06:38:00,1,Forward,LB Nagar,Red
Red_Forward_10,R21,06:40:00,1,Forward,LB Nagar,Red
Red_Forward_10,R22,06:42:00,1,Forward,LB Nagar,Red
Red_Forward_10,R23,06:44:00,1,Forward,LB Nagar,Red
Red_Forward_10,R24,06:46:00,1,Forward,LB Nagar,Red
Red_Forward_10,R25,06:48:00,1,Forward,LB Nagar,Red
Red_Forward_10,R26,06:50:00,1,Forward,LB Nagar,Red
Red_Forward_10,R27,06:52:00,1,Forward,LB Nagar,Red
Red_Forward_11,R1,06:12:00,1,Forward,LB Nagar,Red
Red_Forward_11,R2,06:14:00,1,Forward,LB Nagar,Red
Red_Forward_11,R3,06:16:00,1,Forward,LB Nagar,Red
Red_Forward_11,R4,06:18:00,1,Forward,LB Nagar,Red
Red_Forward_11,R5,06:20:00,1,Forward,LB Nagar,Red
Red_Forward_11,R6,06:22:00,1,Forward,LB Nagar,Red
Red_Forward_11,R7,06:24:00,1,Forward,LB Nagar,Red
Red_Forward_11,R8,06:26:00,1,Forward,LB Nagar,Red
Red_Forward_11,R9,06:28:00,1,Forward,LB Nagar,Red
Red_Forward_11,R10,06:30:00,1,Forward,LB Nagar,Red
Red_Forward_11,R11,06:32:00,1,Forward,LB Nagar,Red
Red_Forward_11,R12,06:34:00,1,Forward,LB Nagar,Red
Red_Forward_11,R13,06:36:00,1,Forward,LB Nagar,Red
Red_Forward_11,R14,06:38:00,1,Forward,LB Nagar,Red
Red_Forward_11,R15,06:40:00,1,Forward,LB Nagar,Red
Red_Forward_11,R16,06:42:00,1,Forward,LB Nagar,Red
Red_Forward_11,R17,06:44:00,1,Forward,LB Nagar,Red
Red_Forward_11,R18,06:46:00,1,Forward,LB Nagar,Red
Red_Forward_11,R19,06:48:00,1,Forward,LB Nagar,Red
Red_Forward_11,R20,06:50:00,1,Forward,LB Nagar,Red
Red_Forward_11,R21,06:52:00,1,Forward,LB Nagar,Red
Red_Forward_11,R22,06:54:00,1,Forward,LB Nagar,Red
Red_Forward_11,R23,06:56:00,1,Forward,LB Nagar,Red
Red_Forward_11,R24,06:58:00,1,Forward,LB Nagar,Red
Red_Forward_11,R25,07:00:00,1,Forward,LB Nagar,Red
Red_Forward_11,R26,07:02:00,1,Forward,LB Nagar,Red
Red_Forward_11,R27,07:04:00,1,Forward,LB Nagar,Red
Red_Forward_12,R1,06:24:00,1,Forward,LB Nagar,Red
Red_Forward_12,R2,06:26:00,1,Forward,LB Nagar,Red
Red_Forward_12,R3,06:28:00,1,Forward,LB Nagar,Red
Red_Forward_12,R4,06:30:00,1,Forward,LB Nagar,Red
Red_Forward_12,R5,06:32:00,1,Forward,LB Nagar,Red
Red_Forward_12,R6,06:34:00,1,Forward,LB Nagar,Red
Red_Forward_12,R7,06:36:00,1,Forward,LB Nagar,Red
Red_Forward_12,R8,06:38:00,1,Forward,LB Nagar,Red
Red_Forward_12,R9,06:40:00,1,Forward,LB Nagar,Red
Red_Forward_12,R10,06:42:00,1,Forward,LB Nagar,Red
Red_Forward_12,R11,06:44:00,1,Forward,LB Nagar,Red
Red_Forward_12,R12,06:46:00,1,Forward,LB Nagar,Red
Red_Forward_12,R13,06:48:00,1,Forward,LB Nagar,Red
Red_Forward_12,R14,06:50:00,1,Forward,LB Nagar,Red
Red_Forward_12,R15,06:52:00,1,Forward,LB Nagar,Red
Red_Forward_12,R16,06:54:00,1,Forward,LB Nagar,Red
Red_Forward_12,R17,06:56:00,1,Forward,LB Nagar,Red
Red_Forward_12,R18,06:58:00,1,Forward,LB Nagar,Red
Red_Forward_12,R19,07:00:00,1,Forward,LB Nagar,Red
Red_Forward_12,R20,07:02:00,1,Forward,LB Nagar,Red
Red_Forward_12,R21,07:04:00,1,Forward,LB Nagar,Red
Red_Forward_12,R22,07:06:00,1,Forward,LB Nagar,Red
Red_Forward_12,R23,07:08:00,1,Forward,LB Nagar,Red
Red_Forward_12,R24,07:10:00,1,Forward,LB Nagar,Red
Red_Forward_12,R25,07:12:00,1,Forward,LB Nagar,Red
Red_Forward_12,R26,07:14:00,1,Forward,LB Nagar,Red
Red_Forward_12,R27,07:16:00,1,Forward,LB Nagar,Red
Red_Forward_13,R1,06:36:00,1,Forward,LB Nagar,Red
Red_Forward_13,R2,06:38:00,1,Forward,LB Nagar,Red
Red_Forward_13,R3,06:40:00,1,Forward,LB Nagar,Red
Red_Forward_13,R4,06:42:00,1,Forward,LB Nagar,Red
Red_Forward_13,R5,06:44:00,1,Forward,LB Nagar,Red
Red_Forward_13,R6,06:46:00,1,Forward,LB Nagar,Red
Red_Forward_13,R7,06:48:00,1,Forward,LB Nagar,Red
Red_Forward_13,R8,06:50:00,1,Forward,LB Nagar,Red
Red_Forward_13,R9,06:52:00,1,Forward,LB Nagar,Red
Red_Forward_13,R10,06:54:00,1,Forward,LB Nagar,Red
Red_Forward_13,R11,06:56:00,1,Forward,LB Nagar,Red
Red_Forward_13,R12,06:58:00,1,Forward,LB Nagar,Red
Red_Forward_13,R13,07:00:00,1,Forward,LB Nagar,Red
Red_Forward_13,R14,07:02:00,1,Forward,LB Nagar,Red
Red_Forward_13,R15,07:04:00,1,Forward,LB Nagar,Red
Red_Forward_13,R16,07:06:00,1,Forward,LB Nagar,Red
Red_Forward_13,R17,07:08:00,1,Forward,LB Nagar,Red
Red_Forward_13,R18,07:10:00,1,Forward,LB Nagar,Red
Red_Forward_13,R19,07:12:00,1,Forward,LB Nagar,Red
Red_Forward_13,R20,07:14:00,1,Forward,LB Nagar,Red
Red_Forward_13,R21,07:16:00,1,Forward,LB Nagar,Red
Red_Forward_13,R22,07:18:00,1,Forward,LB Nagar,Red
Red_Forward_13,R23,07:20:00,1,Forward,LB Nagar,Red
Red_Forward_13,R24,07:22:00,1,Forward,LB Nagar,Red
Red_Forward_13,R25,07:24:00,1,Forward,LB Nagar,Red
Red_Forward_13,R26,07:26:00,1,Forward,LB Nagar,Red
Red_Forward_13,R27,07:28:00,1,Forward,LB Nagar,Red
Red_Forward_14,R1,06:48:00,1,Forward,LB Nagar,Red
Red_Forward_14,R2,06:50:00,1,Forward,LB Nagar,Red
Red_Forward_14,R3,06:52:00,1,Forward,LB Nagar,Red
Red_Forward_14,R4,06:54:00,1,Forward,LB Nagar,Red
Red_Forward_14,R5,06:56:00,1,Forward,LB Nagar,Red
Red_Forward_14,R6,06:58:00,1,Forward,LB Nagar,Red
Red_Forward_14,R7,07:00:00,1,Forward,LB Nagar,Red
Red_Forward_14,R8,07:02:00,1,Forward,LB Nagar,Red
Red_Forward_14,R9,07:04:00,1,Forward,LB Nagar,Red
Red_Forward_14,R10,07:06:00,1,Forward,LB Nagar,Red
Red_Forward_14,R11,07:08:00,1,Forward,LB Nagar,Red
Red_Forward_14,R12,07:10:00,1,Forward,LB Nagar,Red
Red_Forward_14,R13,07:12:00,1,Forward,LB Nagar,Red
Red_Forward_14,R14,07:14:00,1,Forward,LB Nagar,Red
Red_Forward_14,R15,07:16:00,1,Forward,LB Nagar,Red
Red_Forward_14,R16,07:18:00,1,Forward,LB Nagar,Red
Red_Forward_14,R17,07:20:00,1,Forward,LB Nagar,Red
Red_Forward_14,R18,07:22:00,1,Forward,LB Nagar,Red
Red_Forward_14,R19,07:24:00,1,Forward,LB Nagar,Red
Red_Forward_14,R20,07:26:00,1,Forward,LB Nagar,Red
Red_Forward_14,R21,07:28:00,1,Forward,LB Nagar,Red
Red_Forward_14,R22,07:30:00,1,Forward,LB Nagar,Red
Red_Forward_14,R23,07:32:00,1,Forward,LB Nagar,Red
Red_Forward_14,R24,07:34:00,1,Forward,LB Nagar,Red
Red_Forward_14,R25,07:36:00,1,Forward,LB Nagar,Red
Red_Forward_14,R26,07:38:00,1,Forward,LB Nagar,Red
Red_Forward_14,R27,07:40:00,1,Forward,LB Nagar,Red
Red_Forward_15,R1,07:00:00,1,Forward,LB Nagar,Red
Red_Forward_15,R2,07:02:00,1,Forward,LB Nagar,Red
Red_Forward_15,R3,07:04:00,1,Forward,LB Nagar,Red
Red_Forward_15,R4,07:06:00,1,Forward,LB Nagar,Red
Red_Forward_15,R5,07:08:00,1,Forward,LB Nagar,Red
